customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5775-XXXXX,Female,0,No,No,19,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.87,1849.78,Yes
9044-SSSSS,Female,0,No,No,42,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,108.81,4576.8,Yes
4971-KKKKK,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,68.04,1227.15,Yes
7161-IIIII,Male,0,No,Yes,32,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),89.37,2868.95,No
7437-LLLLL,Male,1,Yes,Yes,21,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),64.75,1358.57,No
2865-SSSSS,Female,1,No,Yes,10,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),49.28,494.95,Yes
4273-SSSSS,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,34.82,1296.33,Yes
9939-FFFFF,Female,0,Yes,Yes,49,No,No,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,70.33,3462.93,No
1440-XXXXX,Female,0,No,No,13,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,111.7,1448.99,No
8563-WWWWW,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),107.69,5925.43,Yes
4434-OOOOO,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.67,1887.13,No
5773-WWWWW,Male,0,Yes,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,115.37,1043.99,Yes
2133-ZZZZZ,Male,0,No,No,44,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.87,1529.15,No
7703-VVVVV,Female,0,Yes,Yes,46,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,32.98,1515.96,No
9180-EEEEE,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,61.24,495.56,Yes
5961-HHHHH,Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,87.53,3240.37,No
5139-VVVVV,Male,0,No,Yes,19,No,No,Fiber optic,Yes,No,No,No,No internet service,No,One year,No,Credit card (automatic),62.44,1205.51,No
3525-WWWWW,Female,0,Yes,No,63,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,107.93,6796.49,No
7932-ZZZZZ,Male,0,No,Yes,46,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),90.35,4148.1,No
7176-CCCCC,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.96,5824.01,No
8357-TTTTT,Male,0,No,Yes,26,No,No,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,25.39,650.76,No
8851-SSSSS,Male,0,Yes,Yes,46,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),35.87,1645.44,No
7566-RRRRR,Male,0,No,No,46,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,61.28,2819.69,No
9300-WWWWW,Male,0,Yes,No,14,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.38,1628.99,Yes
7853-RRRRR,Male,0,No,Yes,63,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,51.86,3266.58,No
1602-ZZZZZ,Male,1,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),81.56,5866.69,No
6890-WWWWW,Male,0,Yes,No,3,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,117.64,356.62,Yes
9796-TTTTT,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,44.78,1275.57,No
2392-DDDDD,Female,0,No,No,29,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.0,1023.29,No
5067-VVVVV,Female,0,Yes,Yes,18,No,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,73.16,1298.44,No
6816-FFFFF,Female,0,Yes,No,35,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.71,2575.78,No
1725-SSSSS,Female,0,Yes,No,47,Yes,No phone service,No,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),110.9,5217.62,No
7547-YYYYY,Male,0,Yes,No,5,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,20.91,89.59,Yes
6432-ZZZZZ,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,59.19,3467.99,No
8052-DDDDD,Female,0,Yes,Yes,59,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,49.64,2921.51,No
1172-DDDDD,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),75.64,3546.99,No
5239-HHHHH,Female,1,Yes,No,13,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),19.19,265.87,Yes
9366-XXXXX,Female,0,No,No,33,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),89.71,2963.98,Yes
9499-RRRRR,Male,0,Yes,No,62,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),66.99,4151.93,No
4621-OOOOO,Male,0,No,No,16,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),88.67,1415.56,No
7129-MMMMM,Male,1,No,Yes,44,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,63.25,2787.51,No
8586-YYYYY,Female,0,No,No,58,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,65.91,3824.76,No
9199-EEEEE,Male,0,No,No,6,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,108.25,653.99,Yes
6651-AAAAA,Female,0,No,No,15,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,39.45,594.98,No
8909-DDDDD,Female,0,No,No,4,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),40.11,170.83,Yes
5840-NNNNN,Female,0,No,No,56,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),74.48,4171.21,Yes
2406-DDDDD,Male,0,Yes,No,64,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),84.6,5422.19,No
3321-LLLLL,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),53.9,3668.77,No
6110-KKKKK,Female,0,No,Yes,34,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),70.46,2397.66,No
8460-ZZZZZ,Male,0,Yes,No,56,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),41.15,2300.4,No
4389-QQQQQ,Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.91,1020.47,No
8912-LLLLL,Male,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,42.2,379.32,No
8801-DDDDD,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),110.35,6962.84,No
8178-XXXXX,Female,0,No,Yes,72,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,98.83,7118.12,No
8412-KKKKK,Male,1,Yes,Yes,33,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,32.34,1058.18,No
2100-JJJJJ,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),22.93,466.06,No
1732-ZZZZZ,Male,0,No,No,55,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.62,1507.72,No
2885-AAAAA,Male,0,Yes,No,57,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Electronic check,47.74,2714.29,No
6620-UUUUU,Male,1,Yes,Yes,2,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,99.79,204.19,Yes
2791-VVVVV,Male,0,No,No,13,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),50.55,650.96,No
3692-XXXXX,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),36.91,159.9,Yes
4996-QQQQQ,Female,0,No,Yes,50,Yes,No,No,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,58.03,2889.23,No
3858-RRRRR,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),30.72,1481.19,Yes
3623-KKKKK,Male,0,Yes,Yes,30,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),65.51,1946.67,No
7985-OOOOO,Male,0,Yes,Yes,29,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,86.14,2486.89,No
4798-ZZZZZ,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Mailed check,55.32,432.63,Yes
7636-UUUUU,Female,1,No,No,12,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,35.7,418.34,No
4022-FFFFF,Male,0,No,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),63.8,2609.42,No
8080-MMMMM,Female,0,No,No,26,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.88,2474.75,No
1478-XXXXX,Female,0,No,No,50,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),25.95,1304.68,No
4232-OOOOO,Female,0,Yes,Yes,2,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.38,40.69,No
8037-MMMMM,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),50.22,2760.14,Yes
1072-WWWWW,Female,0,No,No,56,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),59.96,3362.3,Yes
4519-GGGGG,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.01,558.29,No
5560-YYYYY,Male,1,Yes,No,6,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),20.95,141.47,No
2025-SSSSS,Male,1,No,No,61,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,40.32,2463.34,No
2667-ZZZZZ,Female,0,Yes,Yes,12,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.0,735.37,No
9796-FFFFF,Female,0,No,No,13,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,26.23,333.35,No
6993-KKKKK,Male,1,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,90.2,1704.13,No
4228-OOOOO,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,73.74,3237.57,No
2867-IIIII,Female,1,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.91,3652.91,No
9019-QQQQQ,Male,0,Yes,No,37,No,No phone service,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,70.38,2601.7,No
6134-TTTTT,Female,0,No,No,25,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,84.16,2099.3,No
7367-TTTTT,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,118.23,1897.5,No
7431-SSSSS,Female,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),96.15,3657.13,No
2871-LLLLL,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.56,3104.28,No
6766-OOOOO,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.69,1326.92,No
3826-VVVVV,Male,0,Yes,No,6,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,66.01,386.22,Yes
5873-TTTTT,Female,0,No,Yes,23,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),49.5,1130.42,No
2388-VVVVV,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.58,2668.41,No
3194-KKKKK,Male,1,No,No,12,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,58.4,696.77,No
2931-HHHHH,Female,0,Yes,Yes,13,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,18.48,243.8,No
6003-DDDDD,Female,1,No,Yes,6,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),36.03,204.94,Yes
3999-LLLLL,Female,0,Yes,No,63,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,30.97,1943.46,No
3316-QQQQQ,Female,0,No,Yes,38,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Electronic check,114.76,4345.04,No
7364-NNNNN,Female,1,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Mailed check,24.77,1229.29,Yes
3258-SSSSS,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),68.6,3565.12,No
7286-NNNNN,Female,0,Yes,Yes,40,No,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,110.68,4418.23,No
4043-PPPPP,Male,0,Yes,No,8,Yes,No,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,79.31,624.16,Yes
9804-WWWWW,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,68.02,4144.1,Yes
3838-RRRRR,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,92.92,745.72,Yes
3733-PPPPP,Female,1,Yes,Yes,34,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,53.76,1818.66,No
5732-EEEEE,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,One year,No,Electronic check,37.72,2273.42,No
4065-KKKKK,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,103.4,5885.34,No
8389-TTTTT,Male,0,No,No,46,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),23.94,1097.08,No
1878-LLLLL,Female,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),99.43,2199.04,No
1157-PPPPP,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),28.64,1151.34,Yes
3236-GGGGG,Female,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),81.12,3649.01,Yes
7290-RRRRR,Male,0,Yes,No,55,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),66.19,3644.16,No
9281-UUUUU,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),118.6,6035.93,No
9109-NNNNN,Female,0,No,Yes,5,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,57.24,304.26,Yes
9056-NNNNN,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,114.46,1475.83,No
8272-PPPPP,Male,0,No,Yes,28,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),58.83,1649.32,No
3740-CCCCC,Female,0,No,No,62,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.76,5390.35,No
1505-ZZZZZ,Male,1,Yes,No,24,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.94,1993.19,No
4613-JJJJJ,Male,0,No,Yes,7,No,No,No,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),26.94,188.07,No
1535-IIIII,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.96,3543.74,No
4683-RRRRR,Female,0,Yes,Yes,37,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No,One year,No,Electronic check,39.22,1457.34,No
5729-FFFFF,Male,0,Yes,No,68,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,57.29,3890.85,No
8492-SSSSS,Male,0,No,Yes,42,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,96.86,4083.54,No
9115-RRRRR,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,113.15,558.31,Yes
9369-DDDDD,Female,0,Yes,No,64,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,One year,No,Credit card (automatic),74.51,4784.89,No
2871-IIIII,Female,0,No,Yes,50,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.45,3528.43,No
9898-LLLLL,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Electronic check,68.99,1030.91,No
9880-YYYYY,Male,0,No,Yes,53,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),100.31,5306.22,No
1681-YYYYY,Male,0,No,No,25,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Mailed check,118.06,2953.1,No
8231-RRRRR,Male,0,No,No,9,No,No phone service,No,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.93,731.19,Yes
4580-NNNNN,Male,1,Yes,Yes,38,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,No,Credit card (automatic),56.3,2140.48,No
2677-XXXXX,Female,1,No,No,22,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),40.23,892.7,No
5055-JJJJJ,Male,1,No,Yes,49,Yes,No phone service,No,No,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),38.23,1882.11,No
1528-OOOOO,Male,1,No,Yes,68,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),104.29,7105.61,No
5305-LLLLL,Female,1,No,No,15,Yes,No phone service,No,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),117.98,1759.45,No
2425-OOOOO,Male,0,Yes,No,65,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,88.4,5748.41,No
2923-YYYYY,Male,0,No,No,54,No,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.31,6158.6,No
4882-GGGGG,Male,0,Yes,No,30,No,No,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,53.42,1602.64,No
6744-WWWWW,Male,0,No,Yes,20,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,81.32,1610.86,No
8015-FFFFF,Male,0,Yes,Yes,33,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69.67,2320.29,No
3281-ZZZZZ,Male,0,No,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.69,479.78,Yes
4385-GGGGG,Female,0,Yes,No,8,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,81.8,638.98,No
1972-SSSSS,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),49.44,1378.04,Yes
6747-RRRRR,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,82.63,3725.58,No
5605-TTTTT,Male,0,Yes,No,11,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,85.87,946.91,Yes
9827-FFFFF,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),102.28,3170.87,No
6302-WWWWW,Male,0,No,Yes,12,No,No,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),91.66,1102.44,No
5794-JJJJJ,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),50.39,2578.42,No
5380-QQQQQ,Male,1,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,63.56,2816.74,No
2560-EEEEE,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,30.35,1506.17,No
7743-BBBBB,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,44.11,747.82,No
5543-UUUUU,Female,0,No,No,35,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.6,2453.01,Yes
3078-WWWWW,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.38,27.87,Yes
3174-HHHHH,Female,0,Yes,No,29,No,No,DSL,No internet service,No internet service,No,No,Yes,No,Two year,No,Electronic check,75.6,2208.81,No
3396-WWWWW,Female,0,Yes,No,51,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),57.47,2935.71,No
6277-HHHHH,Male,0,No,No,64,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,21.74,1399.08,No
7434-PPPPP,Female,0,Yes,No,4,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.91,249.45,No
3329-SSSSS,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.5,1294.82,No
5402-UUUUU,Female,1,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,24.98,384.33,No
7786-MMMMM,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,47.73,3021.5,Yes
8405-CCCCC,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,47.81,2529.46,No
2525-MMMMM,Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,53.93,915.0,No
9447-XXXXX,Male,0,Yes,No,40,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,55.08,2183.58,No
5558-WWWWW,Male,0,No,No,13,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),61.44,792.25,No
7046-OOOOO,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,27.49,1430.8,No
8996-KKKKK,Male,0,No,Yes,58,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.78,1092.66,No
1040-YYYYY,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),92.22,3428.22,No
2526-XXXXX,Female,0,No,No,61,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),52.15,3178.63,No
8511-UUUUU,Female,1,Yes,No,34,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,79.92,2716.21,No
